RI,table,variable,type
CDI,default,IC001980,double
CDI,default,CF0016MM,double
CDI,default,IC000606,double
CDI,default,IC000365,double
CDI,default,IC001100,double
CDI,default,ODAWCF13,double
CDI,default,ICES0336,double
CDI,default,IC002053,double
CDI,default,IC000463,double
CDI,default,IC001721,double
CDI,default,IC001455,double
CDI,default,IC003216,double
CDI,default,IC003244,double
CDI,default,IC003245,double
CDI,default,IC003272,double
CDI,default,IC003217,double
CDI,default,IC003192,double
CDI,default,IC003193,double
CDI,default,IC003215,double
CDI,default,IC003258,double
CDI,default,IC000168,double
CDI,default,IC001559,double
CDI,default,ICES0002,double
CDI,default,ICES0042,double
CDI,default,ICES0022,double
CDI,default,VLZ00075,double
CDI,default,IC002752,double
CDI,default,IC002695,double
CDI,default,IC002607,double
CDI,default,IC003118,double
CDI,default,IC001166,double
CDI,default,IC001175,double
CDI,default,IC001828,double
CDI,default,IC001560,double
CDI,default,IC000270,double
CDI,default,ICES0433,double
CDI,default,IC000335,double
CDI,default,IC001862,double
CDI,default,IC001163,double
CDI,default,IC000751,double
CDI,default,IC000295,double
CDI,default,IC001803,double
CDI,default,IC001829,double
CDI,default,IC001827,double
CDI,default,IC001195,double
CDI,default,CF000104,double
CDI,default,IC000609,double
CDI,default,IC001186,double
CDI,default,IC001229,double
CDI,default,IC000829,double
CDI,default,IC002266,double
CDI,default,IC002018,double
CDI,default,IC001843,double
CDI,default,IC000828,double
CDI,default,IC001516,double
CDI,default,IC000336,double
CDI,default,IC000624,double
CDI,default,IC001778,double
CDI,default,IC001801,double
CDI,default,IC001486,double
CDI,default,IC001805,double
CDI,default,IC001825,double
CDI,default,IC001348,double
CDI,default,IC001604,double
CDI,default,IC000586,double
CDI,default,IC001836,double
CDI,default,IC000595,double
CDI,default,IC001838,double
CDI,default,IC001448,double
CDI,default,IC000892,double
CDI,default,IC001653,double
CDI,default,IC001418,double
CDI,default,IC002117,double
CDI,default,IC000928,double
CDI,default,IC000439,double
CDI,default,IC001428,double
CDI,default,IC000461,double
CDI,default,IC001903,double
CDI,default,IC001982,double
CDI,default,IC000188,double
CDI,default,IC001811,double
CDI,default,IC002235,double
CDI,default,IC001775,double
CDI,default,IC000769,double
CDI,default,ICES0580,double
CDI,default,ICES0581,double
CDI,default,IC001035,double
CDI,default,IC000237,double
CDI,default,IC001611,double
CDI,default,ICES0187,double
CDI,default,IC000626,double
CDI,default,IC000524,double
CDI,default,IC001498,double
CDI,default,IC001501,double
CDI,default,IC000341,double
CDI,default,IC000283,double
CDI,default,IC002002,double
CDI,default,IC002194,double
CDI,default,IC001143,double
CDI,default,IC001527,double
CDI,default,IC000206,double
CDI,default,IC001086,double
CDI,default,IC001579,double
CDI,default,IC000838,double
CDI,default,IC000247,double
CDI,default,CF097WPP,double
CDI,default,IC221309,double
CDI,default,PS02,double
CDI,default,BCHA,double
CDI,default,UPTH,double
CDI,default,RWS00034,double
CDI,default,CRUFWC02,double
CDI,default,RWS00042,double
CDI,default,PCO2SS01,double
CDI,default,PRSTPR01,double
CDI,default,CNDCPR01,double
CDI,default,PREXMCAT,double
CDI,default,PREXSINT,double
CDI,default,NTRZMC01,double
CDI,default,NTRZNS01,double
CDI,default,AHSFZZ01,double
CDI,default,BB117R02,double
CDI,default,TOKGPR01,double
CDI,default,LCDAEL01,double
CDI,default,LCSAEL01,double
CDI,default,DWIRSOLA,double
CDI,default,DSRNCV01,double
CDI,default,FCNTRW01,double
CDI,default,MBANUA01,double
CDI,default,ERWDSS01,double
CDI,default,ERWSSS01,double
CDI,default,CPHLUT01,double
CDI,default,PSALSG01,double
CDI,default,TEMPSG01,double
CDI,default,ACO2XXXX,double
CDI,default,PRES00EQ,double
CDI,default,TEMPEQMN,double
CDI,default,XCO2WBDY,double
CDI,default,carbon_dioxide,_methane_and_other_greenhouse_gases,double
CDI,default,APEWTR01,double
CDI,default,APNSTR01,double
CDI,default,CDTASS01,double
CDI,default,CSLRR1MS,double
CDI,default,IRRDSSMS,double
CDI,default,CPHLUMTF,double
CDI,default,DWIRRXUD,double
CDI,default,TEMPST02,double
CDI,default,LCEWEL01,double
CDI,default,LCNSEL01,double
CDI,default,PTCHFG01,double
CDI,default,ROLLFG01,double
CDI,default,SVELCV01,double
CDI,default,BB117R01,double
CDI,default,IRRDPP01,double
CDI,default,IRRUPP01,double
CDI,default,MBANCT01,double
CDI,default,CAPHTU01,double
CDI,default,CSLRR1XS,double
CDI,default,DWIRRXMX,double
CDI,default,FVLTWS01,double
CDI,default,TEMPHG01,double
CDI,default,BVFSTP01,double
CDI,default,CTDLOWRT,double
CDI,default,EPSIPM01,double
CDI,default,PTCHEI02,double
CDI,default,TDSSFT01,double
CDI,default,CNDCSG01,double
CDI,default,SVELSG01,double
CDI,default,TMESSG01,double
CDI,default,GCMXAD01,double
CDI,default,GPEDAP01,double
CDI,default,GSPRAD01,double
CDI,default,GTAVAD01,double
CDI,default,GTHDAP01,double
CDI,default,GTZMAP01,double
CDI,default,GWMDAD01,double
CDI,default,FSCEINXX,double
CDI,default,IRRDSS01,double
CDI,default,IRRDSS02,double
CDI,default,PRSTDR01,double
CDI,default,MBANZZ01,double
CDI,default,INFLTF01,double
CDI,default,OXYVLTN1,double
CDI,default,MBANSWCB,double
CDI,default,CSLRRP01,double
CDI,default,CSLRRS01,double
CDI,default,CVLTRP01,double
CDI,default,CVLTRS01,double
CDI,default,DVLTRPSD,double
CDI,default,DVLTRSSD,double
CDI,default,DWIRRPSD,double
CDI,default,DWIRRSSD,double
CDI,default,TVLTDR01,double
CDI,default,DWIRPP01,double
CDI,default,CNCLCCI1,double
CDI,default,BTVOLTCM,double
CDI,default,ISCMBMA1,double
CDI,default,ISCMBMA2,double
CDI,default,ISCMBMA3,double
CDI,default,PREXPR01,double
CDI,default,SVELVP01,double
CDI,default,GTZAVA01,double
CDI,default,VNOAW002,double
CDI,default,ASAMAS01,double
CDI,default,BDE17SXD,double
CDI,default,PCBSD001,double
CDI,default,PCBSD013,double
CDI,default,PCBSD018,double
CDI,default,CB158SXD,double
CDI,default,PCBSD007,double
CDI,default,PCBSD020,double
CDI,default,DBTC1SXD,double
CDI,default,DBTC2SXD,double
CDI,default,DBTC3SXD,double
CDI,default,NAPC1SXD,double
CDI,default,NAPC2SXD,double
CDI,default,NAPC3SXD,double
CDI,default,NORSED01,double
CDI,default,TNCNCNWF,double
CDI,default,PAC1SDTT,double
CDI,default,PAC2SDTT,double
CDI,default,CF077MIX,double
CDI,default,CF0057LL,double
CDI,default,CF0049LL,double
CDI,default,NIMMCF08,double
CDI,default,NIMMCF11,double
CDI,default,CF100WPP,double
CDI,default,NIMMCF24,double
CDI,default,MUM13231,double
CDI,default,CF0050LL,double
CDI,default,CF0035LL,double
CDI,default,CF0036LL,double
CDI,default,CF0053LL,double
CDI,default,CF0051LL,double
CDI,default,CF086MIX,double
CDI,default,CF087MIX,double
CDI,default,CF0052LL,double
CDI,default,CF068MIX,double
CDI,default,CF056MIX,double
CDI,default,CF062MIX,double
CDI,default,CF024MIX,double
CDI,default,CF026MIX,double
CDI,default,CF002MIX,double
CDI,default,CF085MIX,double
CDI,default,CF081MIX,double
CDI,default,CF003MIX,double
CDI,default,CF082MIX,double
CDI,default,CF020MIX,double
CDI,default,CF116WPF,double
CDI,default,CF113WPF,double
CDI,default,CF042WPF,double
CDI,default,CF114WPF,double
CDI,default,CF043WPF,double
CDI,default,CF039WPF,double
CDI,default,CF035WPF,double
CDI,default,CF037WPF,double
CDI,default,CF150WPF,double
CDI,default,CF040WPF,double
CDI,default,CF041WPF,double
CDI,default,CF038WPF,double
CDI,default,CF095WPF,double
CDI,default,CF101WPF,double
CDI,default,CF164WPF,double
CDI,default,CF105WPF,double
CDI,default,CF184WPF,double
CDI,default,CF086WPF,double
CDI,default,CF089WPF,double
CDI,default,CF090WPF,double
CDI,default,CF162WPF,double
CDI,default,CF094WPF,double
CDI,default,CF099WPF,double
CDI,default,CF102WPF,double
CDI,default,CF100WPF,double
CDI,default,CF103WPF,double
CDI,default,CF087WPF,double
CDI,default,CF088WPF,double
CDI,default,CF091WPF,double
CDI,default,CF085WPF,double
CDI,default,CF108WPF,double
CDI,default,CF111WPF,double
CDI,default,CF093WPF,double
CDI,default,CF096WPF,double
CDI,default,CF097WPF,double
CDI,default,CF190WPF,double
CDI,default,CF106WPF,double
CDI,default,CF092WPF,double
CDI,default,CF163WPF,double
CDI,default,CDMMCF16,double
CDI,default,CDMMCF19,double
CDI,default,CF107WPF,double
CDI,default,CF052WPF,double
CDI,default,CRMMCF16,double
CDI,default,CRMMCF19,double
CDI,default,CF109WPF,double
CDI,default,CF056WPF,double
CDI,default,CF110WPF,double
CDI,default,CF057WPF,double
CDI,default,HGMMCF16,double
CDI,default,HGMMCF19,double
CDI,default,CF112WPF,double
CDI,default,CF058WPF,double
CDI,default,NIMMCF16,double
CDI,default,NIMMCF19,double
CDI,default,PBMMCF16,double
CDI,default,PBMMCF19,double
CDI,default,CF115WPF,double
CDI,default,CF154WPF,double
CDI,default,CF117WPF,double
CDI,default,CF060WPF,double
CDI,default,ZNMMCF16,double
CDI,default,ZNMMCF19,double
CDI,default,CF161WPF,double
CDI,default,CF029WPF,double
CDI,default,CF160WPF,double
CDI,default,CF020WPF,double
CDI,default,CF077WPF,double
CDI,default,CF021WPF,double
CDI,default,CF078WPF,double
CDI,default,CF149WPF,double
CDI,default,CF144WPF,double
CDI,default,CF148WPF,double
CDI,default,CF158WPF,double
CDI,default,CF036WPF,double
CDI,default,CF076WPF,double
CDI,default,CF033WPF,double
CDI,default,CF009WPF,double
CDI,default,CF017WPF,double
CDI,default,CF022WPF,double
CDI,default,CF014WPF,double
CDI,default,CF120WPF,double
CDI,default,CF166WPF,double
CDI,default,CF002WPF,double
CDI,default,CF003WPF,double
CDI,default,CF005WPF,double
CDI,default,CF007WPF,double
CDI,default,CF182WPF,double
CDI,default,CF147WPF,double
CDI,default,CF015WPF,double
CDI,default,CF023WPF,double
CDI,default,CF121WPF,double
CDI,default,CF001WPF,double
CDI,default,CF004WPF,double
CDI,default,CF185WPF,double
CDI,default,CF018WPF,double
CDI,default,CF019WPF,double
CDI,default,CF006WPF,double
CDI,default,CF010WPF,double
CDI,default,CF011WPF,double
CDI,default,CF016WPF,double
CDI,default,CF146WPF,double
CDI,default,CF145WPF,double
CDI,default,CF008WPF,double
CDI,default,CDMMCF18,double
CDI,default,CF024WPF,double
CDI,default,CF079WPF,double
CDI,default,CRMMCF15,double
CDI,default,CRMMCF18,double
CDI,default,CF080WPF,double
CDI,default,CF026WPF,double
CDI,default,CF159WPF,double
CDI,default,HGMMCF15,double
CDI,default,CF027WPF,double
CDI,default,CF081WPF,double
CDI,default,NIMMCF15,double
CDI,default,NIMMCF18,double
CDI,default,PBMMCF18,double
CDI,default,CF028WPF,double
CDI,default,CF082WPF,double
CDI,default,CF030WPF,double
CDI,default,ZNMMCF18,double
CDI,default,CF119WPF,double
CDI,default,CF083WPF,double
CDI,default,CF010WME,double
CDI,default,CF089WME,double
CDI,default,CF008WME,double
CDI,default,CF098WME,double
CDI,default,CF099WME,double
CDI,default,CF011WME,double
CDI,default,CF091WME,double
CDI,default,CF007WME,double
CDI,default,CF0151LL,double
CDI,default,CF0026LL,double
CDI,default,CF0001LL,double
CDI,default,CF0020LL,double
CDI,default,CF0149LL,double
CDI,default,CF0021LL,double
CDI,default,CF0014LL,double
CDI,default,CF0116LL,double
CDI,default,CF0012LL,double
CDI,default,CF0141LL,double
CDI,default,CF0152LL,double
CDI,default,CF0017LL,double
CDI,default,CF0013LL,double
CDI,default,CF0068LL,double
CDI,default,CF0156LL,double
CDI,default,CF0041LL,double
CDI,default,CF0073LL,double
CDI,default,CF0060LL,double
CDI,default,CF0128LL,double
CDI,default,CF0062LL,double
CDI,default,CF0063LL,double
CDI,default,CF0129LL,double
CDI,default,CF0066LL,double
CDI,default,CF0071LL,double
CDI,default,CF0002LL,double
CDI,default,CF0131LL,double
CDI,default,CF0072LL,double
CDI,default,CF0059LL,double
CDI,default,CF0061LL,double
CDI,default,CF0142LL,double
CDI,default,CF0064LL,double
CDI,default,CF0058LL,double
CDI,default,CF0075LL,double
CDI,default,CF0132LL,double
CDI,default,CF0145LL,double
CDI,default,CF0130LL,double
CDI,default,CF0069LL,double
CDI,default,CF0074LL,double
CDI,default,CF0159LL,double
CDI,default,CF0065LL,double
CDI,default,CF0067LL,double
CDI,default,CDMMCF06,double
CDI,default,CDMMCF09,double
CDI,default,CF0043LL,double
CDI,default,CF0022LL,double
CDI,default,CRMMCF06,double
CDI,default,CRMMCF09,double
CDI,default,CF0044LL,double
CDI,default,CF0023LL,double
CDI,default,CF0045LL,double
CDI,default,CF0119LL,double
CDI,default,HGMMCF06,double
CDI,default,HGMMCF09,double
CDI,default,CF0048LL,double
CDI,default,CF0024LL,double
CDI,default,NIMMCF06,double
CDI,default,NIMMCF09,double
CDI,default,PBMMCF06,double
CDI,default,PBMMCF09,double
CDI,default,CF0009LL,double
CDI,default,CF0025LL,double
CDI,default,CF0115LL,double
CDI,default,ZNMMCF06,double
CDI,default,ZNMMCF09,double
CDI,default,CF147WPP,double
CDI,default,CF144WPP,double
CDI,default,CF145WPP,double
CDI,default,CF155WPP,double
CDI,default,CF148WPP,double
CDI,default,CF152WPP,double
CDI,default,CF146WPP,double
CDI,default,CF022WPP,double
CDI,default,CF125WPP,double
CDI,default,CF126WPP,double
CDI,default,CF127WPP,double
CDI,default,CF108WPP,double
CDI,default,CF110WPP,double
CDI,default,CF021WPP,double
CDI,default,CF114WPP,double
CDI,default,CF116WPP,double
CDI,default,CF119WPP,double
CDI,default,CF124WPP,double
CDI,default,CF128WPP,double
CDI,default,CF007WPP,double
CDI,default,CF129WPP,double
CDI,default,CF105WPP,double
CDI,default,CF111WPP,double
CDI,default,CF113WPP,double
CDI,default,CF115WPP,double
CDI,default,CF104WPP,double
CDI,default,CF132WPP,double
CDI,default,CF133WPP,double
CDI,default,CF118WPP,double
CDI,default,CF121WPP,double
CDI,default,CF122WPP,double
CDI,default,CF130WPP,double
CDI,default,CF023WPP,double
CDI,default,CF117WPP,double
CDI,default,CF120WPP,double
CDI,default,CF050WPP,double
CDI,default,CF008WPP,double
CDI,default,CF020WPP,double
CDI,default,CF090WPP,double
CDI,default,CF094WPP,double
CDI,default,CF076WPP,double
CDI,default,CF083WPP,double
CDI,default,CF098WPP,double
CDI,default,CF099WPP,double
CDI,default,CF084WPP,double
CDI,default,CF211WPP,double
CDI,default,CF208WPP,double
CDI,default,CF209WPP,double
CDI,default,CF219WPP,double
CDI,default,CF212WPP,double
CDI,default,CF216WPP,double
CDI,default,CF210WPP,double
CDI,default,CF187WPP,double
CDI,default,CF181WPP,double
CDI,default,CF189WPP,double
CDI,default,CF192WPP,double
CDI,default,CF174WPP,double
CDI,default,CF010WPP,double
CDI,default,CF176WPP,double
CDI,default,CF177WPP,double
CDI,default,CF183WPP,double
CDI,default,CF185WPP,double
CDI,default,CF179WPP,double
CDI,default,CF190WPP,double
CDI,default,CF180WPP,double
CDI,default,CF191WPP,double
CDI,default,CF173WPP,double
CDI,default,CF032WPP,double
CDI,default,CF175WPP,double
CDI,default,CF182WPP,double
CDI,default,CF172WPP,double
CDI,default,CF195WPP,double
CDI,default,CF196WPP,double
CDI,default,CF184WPP,double
CDI,default,CF188WPP,double
CDI,default,CF033WPP,double
CDI,default,CF193WPP,double
CDI,default,CF194WPP,double
CDI,default,CF034WPP,double
CDI,default,CF186WPP,double
CDI,default,CF0120LL,double
CDI,default,CF083MIX,double
CDI,default,CF004MIX,double
CDI,default,CF078MIX,double
CDI,default,CF088MIX,double
CDI,default,CF055MIX,double
CDI,default,CF032MIX,double
CDI,default,CF071MIX,double
CDI,default,CF018MIX,double
CDI,default,CF073MIX,double
CDI,default,CF030MIX,double
CDI,default,CF063MIX,double
CDI,default,CF079MIX,double
CDI,default,CF019MIX,double
CDI,default,CF084MIX,double
CDI,default,CF006MIX,double
CDI,default,BBJKFSBD,double
CDI,default,CB101SBD,double
CDI,default,CB118SBD,double
CDI,default,CB138SBD,double
CDI,default,CB153SBD,double
CDI,default,CB180SBD,double
CDI,default,CB28SDBD,double
CDI,default,CB52SDBD,double
CDI,default,DBTC3SBD,double
CDI,default,FLUM1SBD,double
CDI,default,NAP2MSBD,double
CDI,default,PABCSDBD,double
CDI,default,PAM2SDBD,double
CDI,default,ALSEDBD1,double
CDI,default,ASSEDBD1,double
CDI,default,BBASEDBD,double
CDI,default,BD100SBD,double
CDI,default,BD153SBD,double
CDI,default,BD154SBD,double
CDI,default,BD183SBD,double
CDI,default,BDE28SBD,double
CDI,default,BDE47SBD,double
CDI,default,BDE66SBD,double
CDI,default,BDE99SBD,double
CDI,default,CB105SBD,double
CDI,default,CB110SBD,double
CDI,default,CB128SBD,double
CDI,default,CB132SBD,double
CDI,default,CB137SBD,double
CDI,default,CB149SBD,double
CDI,default,CB156SBD,double
CDI,default,CB170SBD,double
CDI,default,CB183SBD,double
CDI,default,CB187SBD,double
CDI,default,CB194SBD,double
CDI,default,CB31SDBD,double
CDI,default,CB44SDBD,double
CDI,default,CB49SDBD,double
CDI,default,CB70SDBD,double
CDI,default,CB74SDBD,double
CDI,default,CB97SDBD,double
CDI,default,CB99SDBD,double
CDI,default,DBPAESBD,double
CDI,default,DBPAHSBD,double
CDI,default,DBPAISBD,double
CDI,default,DBPALSBD,double
CDI,default,FESEDBD1,double
CDI,default,LISEDBD1,double
CDI,default,NAPC4SBD,double
CDI,default,PCPCDSBD,double
CDI,default,PN21ASBD,double
CDI,default,USEDBD01,double
CDI,default,VSEDBD01,double
CDI,default,CONTBTS1,double
CDI,default,APM00175,double
CDI,default,MUM00176,double
CDI,default,ICES0538,double
CDI,default,VLZ00112,double
CDI,default,CF000113,double
CDI,default,BPM00114,double
CDI,default,CF000115,double
CDI,default,CF000116,double
CDI,default,CF000117,double
CDI,default,GHM00118,double
CDI,default,CF000119,double
CDI,default,CF000120,double
CDI,default,AHM00123,double
CDI,default,CF000124,double
CDI,default,CF000125,double
CDI,default,CF000126,double
CDI,default,CF000127,double
CDI,default,CF000128,double
CDI,default,CF000129,double
CDI,default,CF000130,double
CDI,default,CF000131,double
CDI,default,FNM00132,double
CDI,default,ICES0540,double
CDI,default,IPM00133,double
CDI,default,CF000134,double
CDI,default,CF000135,double
CDI,default,CF000136,double
CDI,default,CF000137,double
CDI,default,CF000138,double
CDI,default,CF000139,double
CDI,default,CF000141,double
CDI,default,CF000142,double
CDI,default,CF000143,double
CDI,default,CF000144,double
CDI,default,PHM00145,double
CDI,default,CF100146,double
CDI,default,CF000147,double
CDI,default,CF100148,double
CDI,default,PYM00149,double
CDI,default,CF000150,double
CDI,default,CF000151,double
CDI,default,CF204WPP,double
CDI,default,CF016WPP,double
CDI,default,CF197WPP,double
CDI,default,CF220WPP,double
CDI,default,CF198WPP,double
CDI,default,CF221WPP,double
CDI,default,CDMMCF23,double
CDI,default,CDMMCF26,double
CDI,default,CF199WPP,double
CDI,default,CF222WPP,double
CDI,default,CRMMCF23,double
CDI,default,CRMMCF26,double
CDI,default,CF200WPP,double
CDI,default,CF223WPP,double
CDI,default,CF201WPP,double
CDI,default,CF067WPP,double
CDI,default,HGMMCF23,double
CDI,default,HGMMCF26,double
CDI,default,CF202WPP,double
CDI,default,CF069WPP,double
CDI,default,NIMMCF23,double
CDI,default,NIMMCF26,double
CDI,default,PBMMCF23,double
CDI,default,PBMMCF26,double
CDI,default,CF203WPP,double
CDI,default,CF068WPP,double
CDI,default,CF205WPP,double
CDI,default,ZNMMCF23,double
CDI,default,ZNMMCF26,double
CDI,default,CF140WPP,double
CDI,default,CF162WPP,double
CDI,default,CF134WPP,double
CDI,default,CF029WPP,double
CDI,default,CF135WPP,double
CDI,default,CF157WPP,double
CDI,default,CDMMCF21,double
CDI,default,CDMMCF25,double
CDI,default,CF024WPP,double
CDI,default,CF030WPP,double
CDI,default,CRMMCF21,double
CDI,default,CRMMCF25,double
CDI,default,CF136WPP,double
CDI,default,CF158WPP,double
CDI,default,CF137WPP,double
CDI,default,CF159WPP,double
CDI,default,HGMMCF21,double
CDI,default,HGMMCF25,double
CDI,default,CF138WPP,double
CDI,default,CF160WPP,double
CDI,default,NIMMCF21,double
CDI,default,NIMMCF25,double
CDI,default,PBMMCF21,double
CDI,default,PBMMCF25,double
CDI,default,CF139WPP,double
CDI,default,CF161WPP,double
CDI,default,CF141WPP,double
CDI,default,ZNMMCF21,double
CDI,default,ZNMMCF25,double
CDI,default,CF045WPP,double
CDI,default,CF040WPP,double
CDI,default,CF063WPP,double
CDI,default,CF041WPP,double
CDI,default,CF064WPP,double
CDI,default,CF043WPP,double
CDI,default,CF065WPP,double
CDI,default,CF044WPP,double
CDI,default,CF066WPP,double
CDI,default,CF011WPP,double
CDI,default,CF001WPP,double
CDI,default,CF046WPP,double
CDI,default,CF004WPP,double
CDI,default,CF071WPP,double
CDI,default,CF164WPP,double
CDI,default,BD209SBD,double
CDI,default,CF059WPF,double
CDI,default,CF000073,double
CDI,default,CF054WPF,double
CDI,default,CF189WPF,double
CDI,default,CF122WPF,double
CDI,default,CF175WPF,double
CDI,default,CF131WPF,double
CDI,default,CF064WPF,double
CDI,default,CF047WPF,double
CDI,default,CF151WPF,double
CDI,default,CF000005,double
CDI,default,CF065WPF,double
CDI,default,CF071WPF,double
CDI,default,CF049WPF,double
CDI,default,CF050WPF,double
CDI,default,CF157WPF,double
CDI,default,CDMMCF20,double
CDI,default,CF123WPF,double
CDI,default,CF176WPF,double
CDI,default,CRMMCF17,double
CDI,default,CRMMCF20,double
CDI,default,CF177WPF,double
CDI,default,W2930098,double
CDI,default,W2930097,double
CDI,default,W2930188,double
CDI,default,CF125WPF,double
CDI,default,CF178WPF,double
CDI,default,NIMMCF17,double
CDI,default,NIMMCF20,double
CDI,default,PBMMCF20,double
CDI,default,CF126WPF,double
CDI,default,CF179WPF,double
CDI,default,CF127WPF,double
CDI,default,CF180WPF,double
CDI,default,ZNMMCF20,double
CDI,default,CF000074,double
CDI,default,CF051WME,double
CDI,default,CF109WME,double
CDI,default,CF034WME,double
CDI,default,CF040WME,double
CDI,default,CF004WME,double
CDI,default,MUM13230,double
CDI,default,CF052WME,double
CDI,default,CF012WME,double
CDI,default,CF088WME,double
CDI,default,CF090WME,double
CDI,default,CF092WME,double
CDI,default,CF100WME,double
CDI,default,CF054WME,double
CDI,default,CF0097LL,double
CDI,default,CF0092LL,double
CDI,default,CF0106LL,double
CDI,default,CF0136LL,double
CDI,default,CF0107LL,double
CDI,default,CF0103LL,double
CDI,default,CF0100LL,double
CDI,default,CF0101LL,double
CDI,default,CF0105LL,double
CDI,default,CF0140LL,double
CDI,default,CF0104LL,double
CDI,default,CF0102LL,double
CDI,default,CF0081LL,double
CDI,default,CF0085LL,double
CDI,default,CF0086LL,double
CDI,default,CF0088LL,double
CDI,default,CF0030LL,double
CDI,default,CF0153LL,double
CDI,default,CF0033LL,double
CDI,default,CF0076LL,double
CDI,default,CF0078LL,double
CDI,default,CF0157LL,double
CDI,default,CF0083LL,double
CDI,default,CF0135LL,double
CDI,default,CF0084LL,double
CDI,default,CF0160LL,double
CDI,default,CF0031LL,double
CDI,default,CF0032LL,double
CDI,default,CF0077LL,double
CDI,default,CF0110LL,double
CDI,default,CF0148LL,double
CDI,default,CF0090LL,double
CDI,default,CF0079LL,double
CDI,default,CF0082LL,double
CDI,default,CF0147LL,double
CDI,default,CF0089LL,double
CDI,default,CF0158LL,double
CDI,default,CF0133LL,double
CDI,default,CF0080LL,double
CDI,default,CDMMCF07,double
CDI,default,CDMMCF10,double
CDI,default,CF0093LL,double
CDI,default,CF0003LL,double
CDI,default,CRMMCF07,double
CDI,default,CRMMCF10,double
CDI,default,CF0094LL,double
CDI,default,CF0004LL,double
CDI,default,CF0137LL,double
CDI,default,CF0113LL,double
CDI,default,HGMMCF07,double
CDI,default,HGMMCF10,double
CDI,default,CF0095LL,double
CDI,default,CF0005LL,double
CDI,default,NIMMCF07,double
CDI,default,NIMMCF10,double
CDI,default,PBMMCF07,double
CDI,default,PBMMCF10,double
CDI,default,CF0096LL,double
CDI,default,CF0006LL,double
CDI,default,CF0138LL,double
CDI,default,CF0114LL,double
CDI,default,ZNMMCF07,double
CDI,default,ZNMMCF10,double
CDI,default,CF0150LL,double
CDI,default,CF0121LL,double
CDI,default,CSI45001,double
CDI,default,CSI45002,double
CDI,default,CAR45003,double
CDI,default,CAR45004,double
CDI,default,CBA45005,double
CDI,default,CBA45006,double
CDI,default,CCA45007,double
CDI,default,CCA45008,double
CDI,default,CCO45009,double
CDI,default,CCO45010,double
CDI,default,CCH45011,double
CDI,default,CCH45012,double
CDI,default,CCO45013,double
CDI,default,CCO45014,double
CDI,default,CTO45015,double
CDI,default,CTO45016,double
CDI,default,CTO45017,double
CDI,default,CTO45018,double
CDI,default,CTO45019,double
CDI,default,CTO45020,double
CDI,default,CNI45021,double
CDI,default,CNI45022,double
CDI,default,CLE45023,double
CDI,default,CLE45024,double
CDI,default,CSE45025,double
CDI,default,CSE45026,double
CDI,default,CVA45027,double
CDI,default,CVA45028,double
CDI,default,CZI45029,double
CDI,default,CZI45030,double
CDI,default,CF000069,double
CDI,default,W2930847,double
CDI,default,CF000077,double
CDI,default,CF000078,double
CDI,default,CDMMCF30,double
CDI,default,CF000035,double
CDI,default,CF000036,double
CDI,default,CRMMCF30,double
CDI,default,W2930065,double
CDI,default,W2930100,double
CDI,default,W2930099,double
CDI,default,W2930192,double
CDI,default,W2930155,double
CDI,default,W2930154,double
CDI,default,NIMMCF30,double
CDI,default,PBMMCF30,double
CDI,default,CF000163,double
CDI,default,CF000164,double
CDI,default,CF000169,double
CDI,default,CF000170,double
CDI,default,ZNMMCF30,double
CDI,default,CF000080,double
CDI,default,CF000092,double
CDI,default,CF000096,double
CDI,default,CF100098,double
CDI,default,CF000100,double
CDI,default,CF000110,double
CDI,default,CF000002,double
CDI,default,CF000004,double
CDI,default,CF000011,double
CDI,default,CF000013,double
CDI,default,CF000023,double
CDI,default,CF000027,double
CDI,default,CF100029,double
CDI,default,CF000031,double
CDI,default,CF100033,double
CDI,default,CF000038,double
CDI,default,CF000052,double
CDI,default,CF000057,double
CDI,default,CF000166,double
CDI,default,CF000172,double
CDI,default,CF065MIX,double
CDI,default,APM00067,double
CDI,default,MUM00068,double
CDI,default,ICES0550,double
CDI,default,VLZ00081,double
CDI,default,BPM00082,double
CDI,default,CF000083,double
CDI,default,CF000084,double
CDI,default,CF000085,double
CDI,default,GHM00086,double
CDI,default,CF000034,double
CDI,default,AHM00043,double
CDI,default,CF000044,double
CDI,default,CF000045,double
CDI,default,CF000046,double
CDI,default,CF000048,double
CDI,default,CF000049,double
CDI,default,CF000050,double
CDI,default,CF000047,double
CDI,default,FNM00054,double
CDI,default,ICES0552,double
CDI,default,IPM00055,double
CDI,default,CF000061,double
CDI,default,CF000062,double
CDI,default,CF000063,double
CDI,default,CF000064,double
CDI,default,CF000060,double
CDI,default,CF000154,double
CDI,default,CF000155,double
CDI,default,CF000156,double
CDI,default,CF000157,double
CDI,default,PHM00153,double
CDI,default,CF100159,double
CDI,default,CF000161,double
CDI,default,PYM00160,double
CDI,default,CF100162,double
CDI,default,CF000079,double
CDI,default,CF000091,double
CDI,default,CF000095,double
CDI,default,CF100097,double
CDI,default,CF000099,double
CDI,default,CF000109,double
CDI,default,CF000001,double
CDI,default,CF000003,double
CDI,default,CF000010,double
CDI,default,CF000012,double
CDI,default,CF000022,double
CDI,default,CF000026,double
CDI,default,CF100028,double
CDI,default,CF000030,double
CDI,default,CF100032,double
CDI,default,CF000037,double
CDI,default,CF000051,double
CDI,default,CF000056,double
